"","message_text","variable"
"32","What did you find interesting about ramification as described in the article? Gamification projects offer the opportunity to experiment with rules, emotions, and social roles. Read an optional library book on the topic being taught in class? Receive _Reading?points. Get perfect attendance and complete all homework assignments on time for a month? Earn an _On Target_ badge. Get assigned as a _LeadDetective?role in science class? Work hard to ask the best questions. When playing by these rules, students develop new frameworks for understanding their school-based activities. As suggested by Leblanc (2006), this can motivate students to participate more deeply and even to change their self-concept as learners. I basically liked a lot the definition of gamilfication and also the using example of gamification is awesome! Is gamification what you thought it was? Actually I have never heard of the gamification before. But when i first was the term, I thought it would be some effect of game or anything related to real game. However it was totally different. I could think at all it would be the using of game system for real life! How does gamification differs from actually using game?First, the game is just playing game and there is no advantage at all. The purpose of playing game is just for fun or enjoy. However gamification is to encourage people to work, study or do better by using the concept of game.  For example, Lee Sheldon, professor at Rensselaer Polytechnic Institute, discarded traditional grading in favor of earning _experience points?and converted homework assignments into quests (Laster, 2010). At the other end of the scale, Quest to Learn, a new charter school in New York City, uses game design as its organizing framework for teaching and learning. Game designers work together with teachers to develop playful curricula and incorporate game elements into the entire school day (Corbett, 2010).","DKI"
"33","Hi P, I am also very impressed by the three areas- cognitive, emotional, social areas where gamification can serve as an intervention. I think game or game-like elements could have positive influence on learners, particularly those who are more interested in online games. Or it also has potential to have positive impact on engaging those learners who are not really interested in games but can be motivated by game-like elements, such as badges.","MKC"
"34","Find interesting? I found it interesting that Angry Birds was used as an example...I have not played Angry Birds before, I believe I have seen kids play it, but I do not understand the concept of the game nor do I play video games, so me not knowing is mostly because I do not get involved in gaming....  I found it interesting how the Angry Birds was used as a positive tool for education.  I did not think of it this way one bit, so it was interesting to me to think of Angry Birds as an educational experience as opposed to a "" game""  I can see the points made in comparison, but again it is going to take me longer to wrap my head around this concept as I don't really allow video games to be play much in my house.  So this is a good eye opener for me. I also found interesting the comment on how repeated experimentation also involves repeated failure.  We are also telling our children ""don't fail this test"" ""you better study and pass your next test""  ""If you fail you can't play a sport""  Wow what negativity!!!  Life is about failing and learning from our falls.  You get the best advice from people who have been there, failed and learned from their mistakes and now pass on their new trials onto the next generation, yet our school system is based on PASS or FAIL....Gamification what I thought it was? no not really.  I have believed that online games or puzzles, or cognitive learning environments are important and could be great resources for our children, but I never really took the time to look into some of the games out there now to see if they are suitable for educational purpose.  I have a blind eye that I will need to open!!!! Differ. gamification is realizing the potential behind the game itself verses games for pure entertainment.  gamification is sharing strategies for areas of cognition, social, and emotional stages.  I still have a hard time with the social piece as I feel people are still behind a computer or a device as opposed to the outside world.  Even though it takes about how gamification can help support an introvert or motive a person to be more of a leader, I still feel that real world will still be a shock!!  It is great to build self-esteem but we still need to face people and communicate face to face and I feel that part is still missing when staying behind a machine. Great job team, this is very interesting and I am learning a lot.","MKI"
"35","Find interesting? I found it interesting that Angry Birds was used as an example...I have not played Angry Birds before, I believe I have seen kids play it, but I do not understand the concept of the game nor do I play video games, so me not knowing is mostly because I do not get involved in gaming....  I found it interesting how the Angry Birds was used as a positive tool for education.  I did not think of it this way one bit, so it was interesting to me to think of Angry Birds as an educational experience as opposed to a "" game""  I can see the points made in comparison, but again it is going to take me longer to wrap my head around this concept as I don't really allow video games to be play much in my house.  So this is a good eye opener for me. I also found interesting the comment on how repeated experimentation also involves repeated failure.  We are also telling our children ""don't fail this test"" ""you better study and pass your next test""  ""If you fail you can't play a sport""  Wow what negativity!!!  Life is about failing and learning from our falls.  You get the best advice from people who have been there, failed and learned from their mistakes and now pass on their new trials onto the next generation, yet our school system is based on PASS or FAIL....Gamification what I thought it was? no not really.  I have believed that online games or puzzles, or cognitive learning environments are important and could be great resources for our children, but I never really took the time to look into some of the games out there now to see if they are suitable for educational purpose.  I have a blind eye that I will need to open!!!! Differ. gamification is realizing the potential behind the game itself verses games for pure entertainment.  gamification is sharing strategies for areas of cognition, social, and emotional stages.  I still have a hard time with the social piece as I feel people are still behind a computer or a device as opposed to the outside world.  Even though it takes about how gamification can help support an introvert or motive a person to be more of a leader, I still feel that real world will still be a shock!!  It is great to build self-esteem but we still need to face people and communicate face to face and I feel that part is still missing when staying behind a machine. Great job team, this is very interesting and I am learning a lot.","DKI"
"36","Find interesting? I found it interesting that Angry Birds was used as an example...I have not played Angry Birds before, I believe I have seen kids play it, but I do not understand the concept of the game nor do I play video games, so me not knowing is mostly because I do not get involved in gaming....  I found it interesting how the Angry Birds was used as a positive tool for education.  I did not think of it this way one bit, so it was interesting to me to think of Angry Birds as an educational experience as opposed to a "" game""  I can see the points made in comparison, but again it is going to take me longer to wrap my head around this concept as I don't really allow video games to be play much in my house.  So this is a good eye opener for me. I also found interesting the comment on how repeated experimentation also involves repeated failure.  We are also telling our children ""don't fail this test"" ""you better study and pass your next test""  ""If you fail you can't play a sport""  Wow what negativity!!!  Life is about failing and learning from our falls.  You get the best advice from people who have been there, failed and learned from their mistakes and now pass on their new trials onto the next generation, yet our school system is based on PASS or FAIL....Gamification what I thought it was? no not really.  I have believed that online games or puzzles, or cognitive learning environments are important and could be great resources for our children, but I never really took the time to look into some of the games out there now to see if they are suitable for educational purpose.  I have a blind eye that I will need to open!!!! Differ. gamification is realizing the potential behind the game itself verses games for pure entertainment.  gamification is sharing strategies for areas of cognition, social, and emotional stages.  I still have a hard time with the social piece as I feel people are still behind a computer or a device as opposed to the outside world.  Even though it takes about how gamification can help support an introvert or motive a person to be more of a leader, I still feel that real world will still be a shock!!  It is great to build self-esteem but we still need to face people and communicate face to face and I feel that part is still missing when staying behind a machine. Great job team, this is very interesting and I am learning a lot.","DKI"
"37","Find interesting? I found it interesting that Angry Birds was used as an example...I have not played Angry Birds before, I believe I have seen kids play it, but I do not understand the concept of the game nor do I play video games, so me not knowing is mostly because I do not get involved in gaming....  I found it interesting how the Angry Birds was used as a positive tool for education.  I did not think of it this way one bit, so it was interesting to me to think of Angry Birds as an educational experience as opposed to a "" game""  I can see the points made in comparison, but again it is going to take me longer to wrap my head around this concept as I don't really allow video games to be play much in my house.  So this is a good eye opener for me. I also found interesting the comment on how repeated experimentation also involves repeated failure.  We are also telling our children ""don't fail this test"" ""you better study and pass your next test""  ""If you fail you can't play a sport""  Wow what negativity!!!  Life is about failing and learning from our falls.  You get the best advice from people who have been there, failed and learned from their mistakes and now pass on their new trials onto the next generation, yet our school system is based on PASS or FAIL....Gamification what I thought it was? no not really.  I have believed that online games or puzzles, or cognitive learning environments are important and could be great resources for our children, but I never really took the time to look into some of the games out there now to see if they are suitable for educational purpose.  I have a blind eye that I will need to open!!!! Differ. gamification is realizing the potential behind the game itself verses games for pure entertainment.  gamification is sharing strategies for areas of cognition, social, and emotional stages.  I still have a hard time with the social piece as I feel people are still behind a computer or a device as opposed to the outside world.  Even though it takes about how gamification can help support an introvert or motive a person to be more of a leader, I still feel that real world will still be a shock!!  It is great to build self-esteem but we still need to face people and communicate face to face and I feel that part is still missing when staying behind a machine. Great job team, this is very interesting and I am learning a lot.","DKI"
"38","H- I too have a hard time with the social piece, however my eyes have been open as my children have been playing a game with their cousins who live several states away.  They are able to talk and connect in their worlds.  They are problem solving and trying to figure out how to work together to get points, win prizes and out smart the others in the game.  It has been a wonderful activity that they have been able to do together all the wild live 10 states away.","MKC"
"39","H, for me, the social part is more related to the learner's ""character"" when he/she acts in the gamification. The learner could act as an expert in the game, which may enhance his/her self-confidence.","MKC"
"40","R,This is a great point. I was thinking about gamification as needing a learner who was competitive but I like the idea that a learner could gain self efficacy as being an expert in the game. The idea of identity is important here.","MKC"
"41","I watched an example of this in an online game beta run-through a few weeks ago. The people who really knew what to do seemed to revel in the opportunity to share their expertise. I found that intriguing. I wonder how that would play out in a school environment, but I wouldn't be surprised if it happened there too.","MKC"
"42","What did you find interesting about gamification?I do not know much at all about gamification.  This is really the first time that I have explored the topic.  I found the article to be helpful in explaining gamification and it really made a strong case for using gamification in schools.  One statement that I really connected with is ""They recognize the value of extended practice, and develop personal qualities such as persistence, creativity, and resitence through extended play"". McGonigal 2011)  All of these qualities are ones that we as parents want our children to have, and I can see how playing a game again and again until you have mastered the task would help to create these skills.  The other quote that I connected with was ""Gamification offers the promise of resilience on the face of failure, by reframing failure as a necessary part of learning. (3)""  Resilience is something that all children need to have in order to make it through life.  Again, I can understand how gamification plays a roll in this as students need to fail in order to learn.  However, as I was reading this article I kept thinking are we teaching and encouraging children to be continually motivation externally?  We need to teach children that they need to also be driven by internal motivation.  In real life you will not always get a prize or points from your boss just for showing up for work and completing a task.  Balance- seem to always be the key in life and gamification. Is gamification what you thought it was? I had no idea what this topic was going to be about- so as I stated above it has been really interest to learn more about. How does gamification differ from actually using games? It would seem that in this article they were referring to gamification in schools so they would have the school based materials created into games using points and other systems.  There would still be the ""fun"" games that kids play at home, where they are still activity working on skills -but these games would not have the school under tone.","MKI"
"43","What did you find interesting about gamification?I do not know much at all about gamification.  This is really the first time that I have explored the topic.  I found the article to be helpful in explaining gamification and it really made a strong case for using gamification in schools.  One statement that I really connected with is ""They recognize the value of extended practice, and develop personal qualities such as persistence, creativity, and resitence through extended play"". McGonigal 2011)  All of these qualities are ones that we as parents want our children to have, and I can see how playing a game again and again until you have mastered the task would help to create these skills.  The other quote that I connected with was ""Gamification offers the promise of resilience on the face of failure, by reframing failure as a necessary part of learning. (3)""  Resilience is something that all children need to have in order to make it through life.  Again, I can understand how gamification plays a roll in this as students need to fail in order to learn.  However, as I was reading this article I kept thinking are we teaching and encouraging children to be continually motivation externally?  We need to teach children that they need to also be driven by internal motivation.  In real life you will not always get a prize or points from your boss just for showing up for work and completing a task.  Balance- seem to always be the key in life and gamification. Is gamification what you thought it was? I had no idea what this topic was going to be about- so as I stated above it has been really interest to learn more about. How does gamification differ from actually using games? It would seem that in this article they were referring to gamification in schools so they would have the school based materials created into games using points and other systems.  There would still be the ""fun"" games that kids play at home, where they are still activity working on skills -but these games would not have the school under tone.","MKI"
"44","What did you find interesting about gamification?I do not know much at all about gamification.  This is really the first time that I have explored the topic.  I found the article to be helpful in explaining gamification and it really made a strong case for using gamification in schools.  One statement that I really connected with is ""They recognize the value of extended practice, and develop personal qualities such as persistence, creativity, and resitence through extended play"". McGonigal 2011)  All of these qualities are ones that we as parents want our children to have, and I can see how playing a game again and again until you have mastered the task would help to create these skills.  The other quote that I connected with was ""Gamification offers the promise of resilience on the face of failure, by reframing failure as a necessary part of learning. (3)""  Resilience is something that all children need to have in order to make it through life.  Again, I can understand how gamification plays a roll in this as students need to fail in order to learn.  However, as I was reading this article I kept thinking are we teaching and encouraging children to be continually motivation externally?  We need to teach children that they need to also be driven by internal motivation.  In real life you will not always get a prize or points from your boss just for showing up for work and completing a task.  Balance- seem to always be the key in life and gamification. Is gamification what you thought it was? I had no idea what this topic was going to be about- so as I stated above it has been really interest to learn more about. How does gamification differ from actually using games? It would seem that in this article they were referring to gamification in schools so they would have the school based materials created into games using points and other systems.  There would still be the ""fun"" games that kids play at home, where they are still activity working on skills -but these games would not have the school under tone.","DKI"
"45","What did you find interesting about gamification?I do not know much at all about gamification.  This is really the first time that I have explored the topic.  I found the article to be helpful in explaining gamification and it really made a strong case for using gamification in schools.  One statement that I really connected with is ""They recognize the value of extended practice, and develop personal qualities such as persistence, creativity, and resitence through extended play"". McGonigal 2011)  All of these qualities are ones that we as parents want our children to have, and I can see how playing a game again and again until you have mastered the task would help to create these skills.  The other quote that I connected with was ""Gamification offers the promise of resilience on the face of failure, by reframing failure as a necessary part of learning. (3)""  Resilience is something that all children need to have in order to make it through life.  Again, I can understand how gamification plays a roll in this as students need to fail in order to learn.  However, as I was reading this article I kept thinking are we teaching and encouraging children to be continually motivation externally?  We need to teach children that they need to also be driven by internal motivation.  In real life you will not always get a prize or points from your boss just for showing up for work and completing a task.  Balance- seem to always be the key in life and gamification. Is gamification what you thought it was? I had no idea what this topic was going to be about- so as I stated above it has been really interest to learn more about. How does gamification differ from actually using games? It would seem that in this article they were referring to gamification in schools so they would have the school based materials created into games using points and other systems.  There would still be the ""fun"" games that kids play at home, where they are still activity working on skills -but these games would not have the school under tone.","DKI"
"46","What did you find interesting about gamification as described in the article? _The most dramatic example of emotional transformation in a game is around the issue of failure. Because games involve repeated experimentation, they also involve repeated failure. In fact, for many games, the only way to learn how to play the game is to fail at it repeatedly, learning something each time (Gee, 2008). Games maintain this positive relationship with failure by making feedback cycles rapid and keeping the stakes low. The former means players can keep trying until they succeed; the latter means they risk very little by doing so. In schools, on the other hand, the stakes of failure are high and the feedback cycles long. Students have few opportunities to try, and when they do, it is high stakes. Little wonder that students experience anxiety, not anticipation, when offered the chance to fail (Pope, 2003).?Failure has been a common theme in my life for good and bad reasons. However, what I can take away from most of my experiences that most were not life altering and only life adjusting.  It is my strong belief, and supported with personal evidence, that without failure we donêt learn anything, we donêt push ourselves harder; we donêt reflection on our practice and identify what went wrong. However, in our schools, time is our greatest enemy. Students donêt have time to redo assignments or try something again most times without the hassles of trying to work on material from the past and present concurrently. I have found that my students will focus so much on creating finished works without allowing for the creative process to occur when working on projects. They want to get it right the first time without any experimentation and when it doesnêt look exactly like they want it to, they give up. Our students lack that piece that engages them, pulls them in and pushes their beliefs. We may even want to include another go to word: GRIT. MCA testing is next weeks so things might get really interesting in my building as the excitement builds for those!!! Is gamification what you thought it was? I had never heard the term before this course, but was pleasantly surprised as to what I have heard. I had a sense that it had something to do with technology and games, but thought more along the lines of using games for learning instead of the principles of gaming. How does gamification differ from actually using games? From my understanding _gamification?is the practice of using the ideals and structure of games in teaching. This is state that gamification is not simply using games for learning, but understanding the goals and appeal of games and using those elements in delivery of knowledge. Lee & Hammer discuss the opportunity to experiment with rules, emotions, and social roles within schools using this model. Instead of having students just play games the use of game structure teaches focuses on building skills in goal setting, presenting cognitive challenges when solving solving complex problems, understanding failure as a motivator, and creating social systems that students are able to gain recognition outside of the classroom.  The efforts of these means are directed at bringing in students that have become disillusioned with the current state of education and the brick and mortar school as well as to push the envelope in developing intelligences that are outside of the normal school focus. I really enjoyed, although outside of the reading, the Gabe Zichermann TED Talk when he mentioned the increase in fluid intelligence amoungst our Gen _G?kids and the global increase of IQ. Also, a big thanks to the group for bringing this to my attention. I really enjoyed reading the selected writing and will be reading all the optional texts as well !","MKI"
"47","What did you find interesting about gamification as described in the article? _The most dramatic example of emotional transformation in a game is around the issue of failure. Because games involve repeated experimentation, they also involve repeated failure. In fact, for many games, the only way to learn how to play the game is to fail at it repeatedly, learning something each time (Gee, 2008). Games maintain this positive relationship with failure by making feedback cycles rapid and keeping the stakes low. The former means players can keep trying until they succeed; the latter means they risk very little by doing so. In schools, on the other hand, the stakes of failure are high and the feedback cycles long. Students have few opportunities to try, and when they do, it is high stakes. Little wonder that students experience anxiety, not anticipation, when offered the chance to fail (Pope, 2003).?Failure has been a common theme in my life for good and bad reasons. However, what I can take away from most of my experiences that most were not life altering and only life adjusting.  It is my strong belief, and supported with personal evidence, that without failure we donêt learn anything, we donêt push ourselves harder; we donêt reflection on our practice and identify what went wrong. However, in our schools, time is our greatest enemy. Students donêt have time to redo assignments or try something again most times without the hassles of trying to work on material from the past and present concurrently. I have found that my students will focus so much on creating finished works without allowing for the creative process to occur when working on projects. They want to get it right the first time without any experimentation and when it doesnêt look exactly like they want it to, they give up. Our students lack that piece that engages them, pulls them in and pushes their beliefs. We may even want to include another go to word: GRIT. MCA testing is next weeks so things might get really interesting in my building as the excitement builds for those!!! Is gamification what you thought it was? I had never heard the term before this course, but was pleasantly surprised as to what I have heard. I had a sense that it had something to do with technology and games, but thought more along the lines of using games for learning instead of the principles of gaming. How does gamification differ from actually using games? From my understanding _gamification?is the practice of using the ideals and structure of games in teaching. This is state that gamification is not simply using games for learning, but understanding the goals and appeal of games and using those elements in delivery of knowledge. Lee & Hammer discuss the opportunity to experiment with rules, emotions, and social roles within schools using this model. Instead of having students just play games the use of game structure teaches focuses on building skills in goal setting, presenting cognitive challenges when solving solving complex problems, understanding failure as a motivator, and creating social systems that students are able to gain recognition outside of the classroom.  The efforts of these means are directed at bringing in students that have become disillusioned with the current state of education and the brick and mortar school as well as to push the envelope in developing intelligences that are outside of the normal school focus. I really enjoyed, although outside of the reading, the Gabe Zichermann TED Talk when he mentioned the increase in fluid intelligence amoungst our Gen _G?kids and the global increase of IQ. Also, a big thanks to the group for bringing this to my attention. I really enjoyed reading the selected writing and will be reading all the optional texts as well !","DKI"
"48","What did you find interesting about gamification as described in the article? _The most dramatic example of emotional transformation in a game is around the issue of failure. Because games involve repeated experimentation, they also involve repeated failure. In fact, for many games, the only way to learn how to play the game is to fail at it repeatedly, learning something each time (Gee, 2008). Games maintain this positive relationship with failure by making feedback cycles rapid and keeping the stakes low. The former means players can keep trying until they succeed; the latter means they risk very little by doing so. In schools, on the other hand, the stakes of failure are high and the feedback cycles long. Students have few opportunities to try, and when they do, it is high stakes. Little wonder that students experience anxiety, not anticipation, when offered the chance to fail (Pope, 2003).?Failure has been a common theme in my life for good and bad reasons. However, what I can take away from most of my experiences that most were not life altering and only life adjusting.  It is my strong belief, and supported with personal evidence, that without failure we donêt learn anything, we donêt push ourselves harder; we donêt reflection on our practice and identify what went wrong. However, in our schools, time is our greatest enemy. Students donêt have time to redo assignments or try something again most times without the hassles of trying to work on material from the past and present concurrently. I have found that my students will focus so much on creating finished works without allowing for the creative process to occur when working on projects. They want to get it right the first time without any experimentation and when it doesnêt look exactly like they want it to, they give up. Our students lack that piece that engages them, pulls them in and pushes their beliefs. We may even want to include another go to word: GRIT. MCA testing is next weeks so things might get really interesting in my building as the excitement builds for those!!! Is gamification what you thought it was? I had never heard the term before this course, but was pleasantly surprised as to what I have heard. I had a sense that it had something to do with technology and games, but thought more along the lines of using games for learning instead of the principles of gaming. How does gamification differ from actually using games? From my understanding _gamification?is the practice of using the ideals and structure of games in teaching. This is state that gamification is not simply using games for learning, but understanding the goals and appeal of games and using those elements in delivery of knowledge. Lee & Hammer discuss the opportunity to experiment with rules, emotions, and social roles within schools using this model. Instead of having students just play games the use of game structure teaches focuses on building skills in goal setting, presenting cognitive challenges when solving solving complex problems, understanding failure as a motivator, and creating social systems that students are able to gain recognition outside of the classroom.  The efforts of these means are directed at bringing in students that have become disillusioned with the current state of education and the brick and mortar school as well as to push the envelope in developing intelligences that are outside of the normal school focus. I really enjoyed, although outside of the reading, the Gabe Zichermann TED Talk when he mentioned the increase in fluid intelligence amoungst our Gen _G?kids and the global increase of IQ. Also, a big thanks to the group for bringing this to my attention. I really enjoyed reading the selected writing and will be reading all the optional texts as well !","DKI"
"49","What did you find interesting about gamification as described in the article? _The most dramatic example of emotional transformation in a game is around the issue of failure. Because games involve repeated experimentation, they also involve repeated failure. In fact, for many games, the only way to learn how to play the game is to fail at it repeatedly, learning something each time (Gee, 2008). Games maintain this positive relationship with failure by making feedback cycles rapid and keeping the stakes low. The former means players can keep trying until they succeed; the latter means they risk very little by doing so. In schools, on the other hand, the stakes of failure are high and the feedback cycles long. Students have few opportunities to try, and when they do, it is high stakes. Little wonder that students experience anxiety, not anticipation, when offered the chance to fail (Pope, 2003).?Failure has been a common theme in my life for good and bad reasons. However, what I can take away from most of my experiences that most were not life altering and only life adjusting.  It is my strong belief, and supported with personal evidence, that without failure we donêt learn anything, we donêt push ourselves harder; we donêt reflection on our practice and identify what went wrong. However, in our schools, time is our greatest enemy. Students donêt have time to redo assignments or try something again most times without the hassles of trying to work on material from the past and present concurrently. I have found that my students will focus so much on creating finished works without allowing for the creative process to occur when working on projects. They want to get it right the first time without any experimentation and when it doesnêt look exactly like they want it to, they give up. Our students lack that piece that engages them, pulls them in and pushes their beliefs. We may even want to include another go to word: GRIT. MCA testing is next weeks so things might get really interesting in my building as the excitement builds for those!!! Is gamification what you thought it was? I had never heard the term before this course, but was pleasantly surprised as to what I have heard. I had a sense that it had something to do with technology and games, but thought more along the lines of using games for learning instead of the principles of gaming. How does gamification differ from actually using games? From my understanding _gamification?is the practice of using the ideals and structure of games in teaching. This is state that gamification is not simply using games for learning, but understanding the goals and appeal of games and using those elements in delivery of knowledge. Lee & Hammer discuss the opportunity to experiment with rules, emotions, and social roles within schools using this model. Instead of having students just play games the use of game structure teaches focuses on building skills in goal setting, presenting cognitive challenges when solving solving complex problems, understanding failure as a motivator, and creating social systems that students are able to gain recognition outside of the classroom.  The efforts of these means are directed at bringing in students that have become disillusioned with the current state of education and the brick and mortar school as well as to push the envelope in developing intelligences that are outside of the normal school focus. I really enjoyed, although outside of the reading, the Gabe Zichermann TED Talk when he mentioned the increase in fluid intelligence amoungst our Gen _G?kids and the global increase of IQ. Also, a big thanks to the group for bringing this to my attention. I really enjoyed reading the selected writing and will be reading all the optional texts as well !","DKI"
"50","Hi T, Your points about kids wanting to get it right the first time is something I saw as a high school teacher and continue to see as a teacher-educator.  It's really difficult to break that pattern b/c it is so engrained in our schools.  They don't always want to engage and grapple with the project, but instead say, ""just tell me what to do, how to do it and I'll get it done.""  Where's the creativity?  Where's the critical thinking? Several weeks back my daughter came home saying her NWEA testing scores went down from the last test and she was really upset.  I'm beginning to think I might just join the parent opt-out movement.  At a young age it's already engrained into her that scores matter the most.  We have many a talk that the learning is in the questioning, in challenging yourself to do something difficult, in finding out where you made mistakes.  So, I'm on board with gamification in that respect.  If failure is seen as an opportunity to learn - I'm all for it.","MKC"
"51","Hi T, Your points about kids wanting to get it right the first time is something I saw as a high school teacher and continue to see as a teacher-educator.  It's really difficult to break that pattern b/c it is so engrained in our schools.  They don't always want to engage and grapple with the project, but instead say, ""just tell me what to do, how to do it and I'll get it done.""  Where's the creativity?  Where's the critical thinking? Several weeks back my daughter came home saying her NWEA testing scores went down from the last test and she was really upset.  I'm beginning to think I might just join the parent opt-out movement.  At a young age it's already engrained into her that scores matter the most.  We have many a talk that the learning is in the questioning, in challenging yourself to do something difficult, in finding out where you made mistakes.  So, I'm on board with gamification in that respect.  If failure is seen as an opportunity to learn - I'm all for it.","MKC"
"52","What did you find interesting about gamification as described in the article? I thought it was interesting how the overall theme of ""gamification"" reflects a game-like setting, with a rules, play and culture mindset.  I also found it interesting that the ""game"" setting within the classroom can become very creative where students take on new roles.  An example that the article explained was how perhaps a shy individual can become a guild leader and ""command other players in epic battles against enemies."" Is gamification what you thought it was? Gamification was not what I thought it was going to be.  I initially thought it was more geared towards including games within lesson planning (in schools) or programs/apps that helped businesses (such as an interactive math game on an iPad, or a simulation for a new job). I was very surprised after reading this article! How does gamification differ from actually using games? Looking at gamification from an educator perspective, I think that it differs from actually using games because gamification seems to focus on the curriculum/lessons but changing the initial atmosphere/rules that lead to curriculum goals.","MKI"
"53","What did you find interesting about gamification as described in the article? I thought it was interesting how the overall theme of ""gamification"" reflects a game-like setting, with a rules, play and culture mindset.  I also found it interesting that the ""game"" setting within the classroom can become very creative where students take on new roles.  An example that the article explained was how perhaps a shy individual can become a guild leader and ""command other players in epic battles against enemies."" Is gamification what you thought it was? Gamification was not what I thought it was going to be.  I initially thought it was more geared towards including games within lesson planning (in schools) or programs/apps that helped businesses (such as an interactive math game on an iPad, or a simulation for a new job). I was very surprised after reading this article! How does gamification differ from actually using games? Looking at gamification from an educator perspective, I think that it differs from actually using games because gamification seems to focus on the curriculum/lessons but changing the initial atmosphere/rules that lead to curriculum goals.","MKI"
"54","What did you find interesting about gamification as described in the article? I thought it was interesting how the overall theme of ""gamification"" reflects a game-like setting, with a rules, play and culture mindset.  I also found it interesting that the ""game"" setting within the classroom can become very creative where students take on new roles.  An example that the article explained was how perhaps a shy individual can become a guild leader and ""command other players in epic battles against enemies."" Is gamification what you thought it was? Gamification was not what I thought it was going to be.  I initially thought it was more geared towards including games within lesson planning (in schools) or programs/apps that helped businesses (such as an interactive math game on an iPad, or a simulation for a new job). I was very surprised after reading this article! How does gamification differ from actually using games? Looking at gamification from an educator perspective, I think that it differs from actually using games because gamification seems to focus on the curriculum/lessons but changing the initial atmosphere/rules that lead to curriculum goals.","MKI"
"55","I totally agree with you, L. I also thought gamification placed an emphasis on the actual game (e.g., a video game) as opposed to the theory behind how we learn through playing certain types of games.","SKC"
"56","I really enjoyed the article and found a couple of things to be very interesting. However, I think the piece that was of most interest to me was the discussion around gamification versus how schools are currently structured. In the gaming world, failure is prevalent and we often try and try again until we succeed. On the other hand, in schools, the stakes are often much higher and we cannot afford to fail even once. My understanding of gamification was deepened through activities and readings this week. I did know that games were involved but didn't fully understand that the focus is much more on the structure of gaming (not games themselves) that support the learning theory. I support this concept/theory much more now, with my new knowledge and evolving viewpoint. Well done, Week 10 Team!","MKI"
"57","I really enjoyed the article and found a couple of things to be very interesting. However, I think the piece that was of most interest to me was the discussion around gamification versus how schools are currently structured. In the gaming world, failure is prevalent and we often try and try again until we succeed. On the other hand, in schools, the stakes are often much higher and we cannot afford to fail even once. My understanding of gamification was deepened through activities and readings this week. I did know that games were involved but didn't fully understand that the focus is much more on the structure of gaming (not games themselves) that support the learning theory. I support this concept/theory much more now, with my new knowledge and evolving viewpoint. Well done, Week 10 Team!","DKI"
"58","Hi A, I think people' addiction to game is not only because of the fun it bring them, but also its tolerance of failure and opportunity to start over and over again until success, which satisfy their desire to achieve and even make up the missing part of their real life. So if applied in courses, these game elements are excellent motivators to promote engagement, build self-confidence, and achieve goals.","MKC"
"59","What I found interesting about gamification as described in the article: The goals and techniques was the section that stood out most to me. Gamification has meaningful roles and the techniques learned being applied to the everyday schooling is something that I thought was particularly interesting. Sometimes I forget how gamification could be applied to one's everyday life, but reading this article helped remind me that you can take skills you learn and apply it just about anywhere. Gamification what I thought or didn't: I had some prior knowledge of gamification, but I would say that the article we read helped enhance my knowledge of gamification. Gamification differ from actually using games: I would say that gamification differ from actually using games because there are strategies and techniques in gamification. There are goals strategizing in how what is needed to be learned and how the game is being set up. I feel like games are for one's own fun and people will often time be more drawn in and addicted to playing because it's something that they are interested in.","MKI"
"60","What I found interesting about gamification as described in the article: The goals and techniques was the section that stood out most to me. Gamification has meaningful roles and the techniques learned being applied to the everyday schooling is something that I thought was particularly interesting. Sometimes I forget how gamification could be applied to one's everyday life, but reading this article helped remind me that you can take skills you learn and apply it just about anywhere. Gamification what I thought or didn't: I had some prior knowledge of gamification, but I would say that the article we read helped enhance my knowledge of gamification. Gamification differ from actually using games: I would say that gamification differ from actually using games because there are strategies and techniques in gamification. There are goals strategizing in how what is needed to be learned and how the game is being set up. I feel like games are for one's own fun and people will often time be more drawn in and addicted to playing because it's something that they are interested in.","DKI"
"61","What I found interesting about gamification as described in the article: The goals and techniques was the section that stood out most to me. Gamification has meaningful roles and the techniques learned being applied to the everyday schooling is something that I thought was particularly interesting. Sometimes I forget how gamification could be applied to one's everyday life, but reading this article helped remind me that you can take skills you learn and apply it just about anywhere. Gamification what I thought or didn't: I had some prior knowledge of gamification, but I would say that the article we read helped enhance my knowledge of gamification. Gamification differ from actually using games: I would say that gamification differ from actually using games because there are strategies and techniques in gamification. There are goals strategizing in how what is needed to be learned and how the game is being set up. I feel like games are for one's own fun and people will often time be more drawn in and addicted to playing because it's something that they are interested in.","DKI"
"62","What did you find interesting about gamification as described in the article: ""Gamification can motivate students to engage in the classroom, give teachers better tools to guide and reward students, and get students to bring their full selves to the pursuit of learning."" This quote was particularly interesting to me. Sometimes I forget to think that it's about the way the materials are presented that helps with how one learns. Gamification is a method of teaching that can help students learn who aren't big on lectures. It's always important to remember that it's about the way how gamification is being presented in classrooms making it useful or hurtful to individuals. Is gamification what you thought it was: I have done some reading on gamification before. The reading expanded my knowledge on gamification. How does gamification differ from actually using games: Gamification differs from actually using games because there's a purpose to it. For gamification there are goals and techniques involved pulling in participants and making them want to participate in the learning. Cognitive, emotional, and social goals are outlined in the reading. As quoted in the reading from Lee and Hammer's, ""By making the development of a new identity playful, and by rewarding it appropriately, we can help students think differently about their potential in school and what school might mean for them."" Gamification is a different way of presenting materials to learners.","MKI"
