"","message_text","variable"
"37","Hi M,Your last paragraph is something that resonated with me...echoes what I have been thinking about for a while, but in reverse! How can discussions around sensitive topics transfer to an online space? Here's the background...As part of my previous program, I also completed a minor in another CEHD department. Their courses, at the grad level, are mostly F2F. There was a great deal of discussion a while back about moving their certificate program online, but ultimately the faculty decided that the online space was not conducive to the types of discussions that they wanted to cultivate in the classroom. Discussions around power, privilege, social justice, classim, racism, many heavy topics that call for a skilled teacher/facilitator who has experience working with groups consisting of individuals at different points in their awareness of these topics. As an educator, how can the potentially transformative process of education work online, and what do I need to do in order to make that happen? (""make"" is not really the word I wanted to use here, as no one can make someone change their views, but I'm referring more to the process side as the educator/facilitator would have more control of that, at least in the initial course design aspect).I read the linked article that you provided. It was a fascinating read, and it reminded me of an article I read a while back (actually, for a course in the minor program I described above) that talked about similar ideas as yours - namely, how to encourage and work through healthy conflict in a classroom when sensitive topics are the topic of discussion. It is vitally important that students know how to talk about decisive topics in a mixed group (meaning multiple viewpoints are represented) as it's something they will encounter all through their life.Do you think the age of the learners plays a part in what format these discussions would take? Are there some skills that need to be learned f2f with others before taking the discussions online?","SKC"
"38","Hi M,Your last paragraph is something that resonated with me...echoes what I have been thinking about for a while, but in reverse! How can discussions around sensitive topics transfer to an online space? Here's the background...As part of my previous program, I also completed a minor in another CEHD department. Their courses, at the grad level, are mostly F2F. There was a great deal of discussion a while back about moving their certificate program online, but ultimately the faculty decided that the online space was not conducive to the types of discussions that they wanted to cultivate in the classroom. Discussions around power, privilege, social justice, classim, racism, many heavy topics that call for a skilled teacher/facilitator who has experience working with groups consisting of individuals at different points in their awareness of these topics. As an educator, how can the potentially transformative process of education work online, and what do I need to do in order to make that happen? (""make"" is not really the word I wanted to use here, as no one can make someone change their views, but I'm referring more to the process side as the educator/facilitator would have more control of that, at least in the initial course design aspect).I read the linked article that you provided. It was a fascinating read, and it reminded me of an article I read a while back (actually, for a course in the minor program I described above) that talked about similar ideas as yours - namely, how to encourage and work through healthy conflict in a classroom when sensitive topics are the topic of discussion. It is vitally important that students know how to talk about decisive topics in a mixed group (meaning multiple viewpoints are represented) as it's something they will encounter all through their life.Do you think the age of the learners plays a part in what format these discussions would take? Are there some skills that need to be learned f2f with others before taking the discussions online?","SKC"
"39","Hi M,Your last paragraph is something that resonated with me...echoes what I have been thinking about for a while, but in reverse! How can discussions around sensitive topics transfer to an online space? Here's the background...As part of my previous program, I also completed a minor in another CEHD department. Their courses, at the grad level, are mostly F2F. There was a great deal of discussion a while back about moving their certificate program online, but ultimately the faculty decided that the online space was not conducive to the types of discussions that they wanted to cultivate in the classroom. Discussions around power, privilege, social justice, classim, racism, many heavy topics that call for a skilled teacher/facilitator who has experience working with groups consisting of individuals at different points in their awareness of these topics. As an educator, how can the potentially transformative process of education work online, and what do I need to do in order to make that happen? (""make"" is not really the word I wanted to use here, as no one can make someone change their views, but I'm referring more to the process side as the educator/facilitator would have more control of that, at least in the initial course design aspect).I read the linked article that you provided. It was a fascinating read, and it reminded me of an article I read a while back (actually, for a course in the minor program I described above) that talked about similar ideas as yours - namely, how to encourage and work through healthy conflict in a classroom when sensitive topics are the topic of discussion. It is vitally important that students know how to talk about decisive topics in a mixed group (meaning multiple viewpoints are represented) as it's something they will encounter all through their life.Do you think the age of the learners plays a part in what format these discussions would take? Are there some skills that need to be learned f2f with others before taking the discussions online?","MKC"
"40","Hi G,I just had a moment to skim your article, but promise to really read it later b/c it definitely intrigues me. _To speak personally to your issue, I have taught a class called ""Teaching in A Diverse Society"" online and it was a bear of a class to teach. _As you indicate, the students were at all different levels of awareness on issues of power, racism, sexism, etc. that are required to teach in such a course. _I found that when I taught it online, but had the students in another class f-2-f they trusted me more and were more willing to take risks. _When I taught it exclusively online I had to really work to build trust, but ultimately many of the students saw me as ""in their face"" about these issues of diversity. _This is one reason I'm taking this course, should I ever teach the above mentioned course again I know I need to work on building more trust and community. On an interesting side note, I just so happened to have a conversation about this with a former colleague who is a woman of color. _Whenever she teaches this diversity class for pre-service teachers she prefers to teach it online. _She says often being the only person of color in the room and the person who has power as the teacher can be extremely uncomfortable for her and her students. _It's a power dynamic the students are not used to and when she presents such sensitive topics that you describe she knows her students hold back so as not to offend her. _Which, of course, is the opposite of what she wants - she wants them to ask questions and to make themselves vulnerable in their learning because ultimately she knows that these pre-service teachers will be working with students and families that are different from them.So, in the end I don't have an answer to your question because I think it's all contextual. _I do think this, however, no matter the format the instructor needs to find out what level of awareness the students are at and figure out ways to make space for them to blunder along the way so that they can move on the spectrum of awareness and action. _I also think we need to make space for K-12 educators to bring back the controversial issues so that by the time they come to college they are prepared to deal with differences in a variety of ways and to feel OK that there is never a ""right"" answer.","SKC"
"41","Hi G,I just had a moment to skim your article, but promise to really read it later b/c it definitely intrigues me. _To speak personally to your issue, I have taught a class called ""Teaching in A Diverse Society"" online and it was a bear of a class to teach. _As you indicate, the students were at all different levels of awareness on issues of power, racism, sexism, etc. that are required to teach in such a course. _I found that when I taught it online, but had the students in another class f-2-f they trusted me more and were more willing to take risks. _When I taught it exclusively online I had to really work to build trust, but ultimately many of the students saw me as ""in their face"" about these issues of diversity. _This is one reason I'm taking this course, should I ever teach the above mentioned course again I know I need to work on building more trust and community. On an interesting side note, I just so happened to have a conversation about this with a former colleague who is a woman of color. _Whenever she teaches this diversity class for pre-service teachers she prefers to teach it online. _She says often being the only person of color in the room and the person who has power as the teacher can be extremely uncomfortable for her and her students. _It's a power dynamic the students are not used to and when she presents such sensitive topics that you describe she knows her students hold back so as not to offend her. _Which, of course, is the opposite of what she wants - she wants them to ask questions and to make themselves vulnerable in their learning because ultimately she knows that these pre-service teachers will be working with students and families that are different from them.So, in the end I don't have an answer to your question because I think it's all contextual. _I do think this, however, no matter the format the instructor needs to find out what level of awareness the students are at and figure out ways to make space for them to blunder along the way so that they can move on the spectrum of awareness and action. _I also think we need to make space for K-12 educators to bring back the controversial issues so that by the time they come to college they are prepared to deal with differences in a variety of ways and to feel OK that there is never a ""right"" answer.","MKC"
"42","Hi G,I just had a moment to skim your article, but promise to really read it later b/c it definitely intrigues me. _To speak personally to your issue, I have taught a class called ""Teaching in A Diverse Society"" online and it was a bear of a class to teach. _As you indicate, the students were at all different levels of awareness on issues of power, racism, sexism, etc. that are required to teach in such a course. _I found that when I taught it online, but had the students in another class f-2-f they trusted me more and were more willing to take risks. _When I taught it exclusively online I had to really work to build trust, but ultimately many of the students saw me as ""in their face"" about these issues of diversity. _This is one reason I'm taking this course, should I ever teach the above mentioned course again I know I need to work on building more trust and community. On an interesting side note, I just so happened to have a conversation about this with a former colleague who is a woman of color. _Whenever she teaches this diversity class for pre-service teachers she prefers to teach it online. _She says often being the only person of color in the room and the person who has power as the teacher can be extremely uncomfortable for her and her students. _It's a power dynamic the students are not used to and when she presents such sensitive topics that you describe she knows her students hold back so as not to offend her. _Which, of course, is the opposite of what she wants - she wants them to ask questions and to make themselves vulnerable in their learning because ultimately she knows that these pre-service teachers will be working with students and families that are different from them.So, in the end I don't have an answer to your question because I think it's all contextual. _I do think this, however, no matter the format the instructor needs to find out what level of awareness the students are at and figure out ways to make space for them to blunder along the way so that they can move on the spectrum of awareness and action. _I also think we need to make space for K-12 educators to bring back the controversial issues so that by the time they come to college they are prepared to deal with differences in a variety of ways and to feel OK that there is never a ""right"" answer.","MKC"
"43","M, G, and R,I have really enjoyed reading this thread and thinking about all your comments. As a high school art teacher I also struggle to find a perfect age in which to introduce these things to students. Many of the students I see are under 16 and much of this would be way over their heads and lack the intellectual stamina in most cases.All of you bring up some really interesting thoughts on age and I can't help but to think back to those first few chapters in the Palloff and Pratt text (don't have an exact page) in which they quickly disregarded younger students of being responsible tech users. I have had the privilege of working with some extremely talented high schools who could be capable of such higher level thinking, but when addressing the general population, it becomes an issue of maturity and being able to articulate your thoughts in a concise manner.","MKC"
"44","M, G, and R,I have really enjoyed reading this thread and thinking about all your comments. As a high school art teacher I also struggle to find a perfect age in which to introduce these things to students. Many of the students I see are under 16 and much of this would be way over their heads and lack the intellectual stamina in most cases.All of you bring up some really interesting thoughts on age and I can't help but to think back to those first few chapters in the Palloff and Pratt text (don't have an exact page) in which they quickly disregarded younger students of being responsible tech users. I have had the privilege of working with some extremely talented high schools who could be capable of such higher level thinking, but when addressing the general population, it becomes an issue of maturity and being able to articulate your thoughts in a concise manner.","DKC"
"45","O and M:I think you're both right. The power differential in a student discussion might be one of the smallest we encounter, since we're all of equal rank in our roles as students. But it can also potentially one of the most diverse, although we're often in K-12 with many people from similar backgrounds. Democracy in the sense of having one's opinion count is rare in schools, of course, but I hope it's not rare in student discussions.","DKC"
"46","M,You make an interesting point about wishing your parents could take an online class. I've been visiting my parents over the weekend, fixing their wireless router, tweaking their laptops and was just thinking about whether an online class would work for them. I wondered less about the technology hurdles and more about the communication norms of expression. Your post made me wonder what is known about generation issues with adult learners in online learning. Are there social norms that prove to be difficult hurdles with online learning based on generational expectations?","SKC"
"47","It is enlightening to read about how excited you appear to be about technology-mediated learning. I would emphatize with your parents, though, as I myself find it challenging to use the emerging technologies that are used in online courses. Maybe it is a generational issue.Your following comment is interesting: Transformative learning takes place through the collaborative process, right? _I might take a dissenting view about what is called Transformative Learning. Some scholars have questioned whether there is such a thing as transformative learning. For example, Michael Newman (2012) in Calling Transformative Learning into Question: Some Mutinous Thoughts, argues that what is generally regarded as transformative is simply good learning, and that transformative learning may not exist as identifiable phenomenon. He suggests several flaws associated with what is called transformative learning. For me the term itself - transformative"" - Bs notions that should not be applied to learning or education. Indeed, some transformative learning theorists sometimes use terms associated with religious experience such as ""spiritual"", ""renewal"". ","SKC"
"48","It is enlightening to read about how excited you appear to be about technology-mediated learning. I would emphatize with your parents, though, as I myself find it challenging to use the emerging technologies that are used in online courses. Maybe it is a generational issue.Your following comment is interesting: Transformative learning takes place through the collaborative process, right? _I might take a dissenting view about what is called Transformative Learning. Some scholars have questioned whether there is such a thing as transformative learning. For example, Michael Newman (2012) in Calling Transformative Learning into Question: Some Mutinous Thoughts, argues that what is generally regarded as transformative is simply good learning, and that transformative learning may not exist as identifiable phenomenon. He suggests several flaws associated with what is called transformative learning. For me the term itself - transformative"" - Bs notions that should not be applied to learning or education. Indeed, some transformative learning theorists sometimes use terms associated with religious experience such as ""spiritual"", ""renewal"". ","MKC"
"49","Hi, N:Of the two arguments you mention against the term ""transformative,"" I might just agree with Newman's opinion that it's just good learning. I don't feel the same way about ""transformative"" connoting something that cannot be applied to learning or education, since I guess I believe that learning is a fundamental and profound process that is well in line with my idea of ""transformative.""","MKC"
"50","N,Some of the educators' works I read also get at your point - of transformation moreso in the spiritual realm. I can see your argument for its use in that context. I would ask the follow-up question of what is it that's being described as transformative? Is it someone's thought process? Their worldview? What may be transformative to one person may not be for another, depending on where each person is coming from. ","MKC"
"51","M:Your discussion with G really intrigues me. When a class is grappling with sensitive topics, it seems to me that the facilitator's real-time input can be critical to keeping the discussion within the bounds of civil discourse. Hurtful things can be said f2f, of course, but there's also the opportunity to diffuse the situation immediately. Asynchronous discourse allows us to ruminate, and potentially, fume or sulk. So, my question is, how does the needed guidance and facilitation happen in an online environment? Moderated posts, perhaps, or confining inflammable topics to synchronous meetings?I'd also be interested in looking at how old the learners should be before something like this is attempted.","SKC"
"52","M:Your discussion with G really intrigues me. When a class is grappling with sensitive topics, it seems to me that the facilitator's real-time input can be critical to keeping the discussion within the bounds of civil discourse. Hurtful things can be said f2f, of course, but there's also the opportunity to diffuse the situation immediately. Asynchronous discourse allows us to ruminate, and potentially, fume or sulk. So, my question is, how does the needed guidance and facilitation happen in an online environment? Moderated posts, perhaps, or confining inflammable topics to synchronous meetings?I'd also be interested in looking at how old the learners should be before something like this is attempted.","MKC"
"53","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.The first thing that resonated with my was a quote from page 171 ""And last, students should be encouraged-even required-to provide constructive feedback to one another throughout the course. I think the reason this resonated with me so much is because usually when I have taken other online classes I have always dreaded the part about commenting on others ideas or thoughts, partially because it was just one more thing to do but also because I didn't want to offend anyone if I had questions or ideas different from there own. But after thinking about it and really looking at comments that others have made on my initial posts I know now why they are so important. Some of the best ways I have learned in this class are from someone adding there thoughts/ideas/questions to my posts. It has really helped me get a great understanding of what we had just read about and given me a time to broaden my knowledge and ideas.The other thing that really stuck out to me was from page 194 talking about ""not doing it right,"" when talking about online learning. I have found this to stick out to me, because in other online classes I was always worried that I was doing something wrong or going to say something wrong. I think it is important for everyone to remember when taking an online class that many may have anxiety over starting this new type of learning. What is 1 connection/disconnection among the readings?One connection between the readings is in chapter 8 they talked about promoting feedback between students in the class and then in chapter 9 they talked about transformative learning and reflection. I think that a lot of transformative learning takes place because of feedback and discussion in the class. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?One connection between our readings and the class I made is from page 191, where it talks about reflection, particularly self-reflection. I don't know about others but I have found my blog to be a particularly good place to reflect on what I have learned and read about in this class to what I have seen in my other Online Community. What is 1 question or puzzle that you still have regarding the readings?I didn't really have anything that I question or puzzle from the readings. But after looking at the other posts, I really began to wonder, like M, how all of this works for a content specific class? I have never taken an online class like that.","MKI"
"54","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.The first thing that resonated with my was a quote from page 171 ""And last, students should be encouraged-even required-to provide constructive feedback to one another throughout the course. I think the reason this resonated with me so much is because usually when I have taken other online classes I have always dreaded the part about commenting on others ideas or thoughts, partially because it was just one more thing to do but also because I didn't want to offend anyone if I had questions or ideas different from there own. But after thinking about it and really looking at comments that others have made on my initial posts I know now why they are so important. Some of the best ways I have learned in this class are from someone adding there thoughts/ideas/questions to my posts. It has really helped me get a great understanding of what we had just read about and given me a time to broaden my knowledge and ideas.The other thing that really stuck out to me was from page 194 talking about ""not doing it right,"" when talking about online learning. I have found this to stick out to me, because in other online classes I was always worried that I was doing something wrong or going to say something wrong. I think it is important for everyone to remember when taking an online class that many may have anxiety over starting this new type of learning. What is 1 connection/disconnection among the readings?One connection between the readings is in chapter 8 they talked about promoting feedback between students in the class and then in chapter 9 they talked about transformative learning and reflection. I think that a lot of transformative learning takes place because of feedback and discussion in the class. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?One connection between our readings and the class I made is from page 191, where it talks about reflection, particularly self-reflection. I don't know about others but I have found my blog to be a particularly good place to reflect on what I have learned and read about in this class to what I have seen in my other Online Community. What is 1 question or puzzle that you still have regarding the readings?I didn't really have anything that I question or puzzle from the readings. But after looking at the other posts, I really began to wonder, like M, how all of this works for a content specific class? I have never taken an online class like that.","MKI"
"55","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.The first thing that resonated with my was a quote from page 171 ""And last, students should be encouraged-even required-to provide constructive feedback to one another throughout the course. I think the reason this resonated with me so much is because usually when I have taken other online classes I have always dreaded the part about commenting on others ideas or thoughts, partially because it was just one more thing to do but also because I didn't want to offend anyone if I had questions or ideas different from there own. But after thinking about it and really looking at comments that others have made on my initial posts I know now why they are so important. Some of the best ways I have learned in this class are from someone adding there thoughts/ideas/questions to my posts. It has really helped me get a great understanding of what we had just read about and given me a time to broaden my knowledge and ideas.The other thing that really stuck out to me was from page 194 talking about ""not doing it right,"" when talking about online learning. I have found this to stick out to me, because in other online classes I was always worried that I was doing something wrong or going to say something wrong. I think it is important for everyone to remember when taking an online class that many may have anxiety over starting this new type of learning. What is 1 connection/disconnection among the readings?One connection between the readings is in chapter 8 they talked about promoting feedback between students in the class and then in chapter 9 they talked about transformative learning and reflection. I think that a lot of transformative learning takes place because of feedback and discussion in the class. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?One connection between our readings and the class I made is from page 191, where it talks about reflection, particularly self-reflection. I don't know about others but I have found my blog to be a particularly good place to reflect on what I have learned and read about in this class to what I have seen in my other Online Community. What is 1 question or puzzle that you still have regarding the readings?I didn't really have anything that I question or puzzle from the readings. But after looking at the other posts, I really began to wonder, like M, how all of this works for a content specific class? I have never taken an online class like that.","MKI"
"56","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.The first thing that resonated with my was a quote from page 171 ""And last, students should be encouraged-even required-to provide constructive feedback to one another throughout the course. I think the reason this resonated with me so much is because usually when I have taken other online classes I have always dreaded the part about commenting on others ideas or thoughts, partially because it was just one more thing to do but also because I didn't want to offend anyone if I had questions or ideas different from there own. But after thinking about it and really looking at comments that others have made on my initial posts I know now why they are so important. Some of the best ways I have learned in this class are from someone adding there thoughts/ideas/questions to my posts. It has really helped me get a great understanding of what we had just read about and given me a time to broaden my knowledge and ideas.The other thing that really stuck out to me was from page 194 talking about ""not doing it right,"" when talking about online learning. I have found this to stick out to me, because in other online classes I was always worried that I was doing something wrong or going to say something wrong. I think it is important for everyone to remember when taking an online class that many may have anxiety over starting this new type of learning. What is 1 connection/disconnection among the readings?One connection between the readings is in chapter 8 they talked about promoting feedback between students in the class and then in chapter 9 they talked about transformative learning and reflection. I think that a lot of transformative learning takes place because of feedback and discussion in the class. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?One connection between our readings and the class I made is from page 191, where it talks about reflection, particularly self-reflection. I don't know about others but I have found my blog to be a particularly good place to reflect on what I have learned and read about in this class to what I have seen in my other Online Community. What is 1 question or puzzle that you still have regarding the readings?I didn't really have anything that I question or puzzle from the readings. But after looking at the other posts, I really began to wonder, like M, how all of this works for a content specific class? I have never taken an online class like that.","DKI"
"57","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.The first thing that resonated with my was a quote from page 171 ""And last, students should be encouraged-even required-to provide constructive feedback to one another throughout the course. I think the reason this resonated with me so much is because usually when I have taken other online classes I have always dreaded the part about commenting on others ideas or thoughts, partially because it was just one more thing to do but also because I didn't want to offend anyone if I had questions or ideas different from there own. But after thinking about it and really looking at comments that others have made on my initial posts I know now why they are so important. Some of the best ways I have learned in this class are from someone adding there thoughts/ideas/questions to my posts. It has really helped me get a great understanding of what we had just read about and given me a time to broaden my knowledge and ideas.The other thing that really stuck out to me was from page 194 talking about ""not doing it right,"" when talking about online learning. I have found this to stick out to me, because in other online classes I was always worried that I was doing something wrong or going to say something wrong. I think it is important for everyone to remember when taking an online class that many may have anxiety over starting this new type of learning. What is 1 connection/disconnection among the readings?One connection between the readings is in chapter 8 they talked about promoting feedback between students in the class and then in chapter 9 they talked about transformative learning and reflection. I think that a lot of transformative learning takes place because of feedback and discussion in the class. Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall or prior readings?One connection between our readings and the class I made is from page 191, where it talks about reflection, particularly self-reflection. I don't know about others but I have found my blog to be a particularly good place to reflect on what I have learned and read about in this class to what I have seen in my other Online Community. What is 1 question or puzzle that you still have regarding the readings?I didn't really have anything that I question or puzzle from the readings. But after looking at the other posts, I really began to wonder, like M, how all of this works for a content specific class? I have never taken an online class like that.","DKI"
"58","I too have found the blog assignment a nice place to put our discussion and reading into practice.  What am I see and what pieces are missing?  The online community that I am watching really has a lot a nice pieces but there is not much in terms of social present.  Thank you for making this connection","MKC"
"59","J, I agree that requiring constructive feedback or comments on others' posts may seem like ""busy work"" at first glance but there are certainly many positive ways that comments affect us, from reinforcing our thought processes to challenging our thoughts, and even bringing up ideas that we had never considered. I also think this gives us another opportunity to connect with one another, which is what community is all about. Thanks for sharing!","MKC"
"60","A, I agree. Very well put! I think the quality of our interactions is enriched by the expectation Instructor set at the beginning of class for thoughtful, respectful discourse, and by the fact that we're all interested in teaching and learning, and therefore in communicating.","MKC"
"61","Hi J!I agree with you that it would be interesting to research different online communities and how their similarities/differences make up their online community. We have experience with this specific course--but how are other online classes organized and facilitated? (moodle vs ning vs other sites?)","SKC"
"62","Hi J,Thank you for being honest on your thoughts about commenting toward other posts. _I to would get nervous, or I fear I wasn't intelligent enough to respond to other posts. _I too have learned the benefit in responding, and the main reason for me is to ""see"" that others are responding in the same manner as me.!!!! _Sometimes, I would find post that were very similar to mine, or I would see posts that would say, "" I really didn't understand the reading"", but I will post this....Just as I was feeling!!!!I am almost done with my degree and all of my classes have been online, it has been great! _I don't know if I could go f2f anymore :) ","MKC"
"63","J,Completely agree with your comments on the connection of chapter 8 & 9. Seems like you can't have one without the other.","SKC"
"64","Hi J,I agree that the connection between among the reading; chapter eight is talking about promoting feedback between students in the class and then chapter nine is talking about transformative learning and reflection. I also enjoyed the both readings and liked your two high lights!","SKC"
"65","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.I liked the idea of capturing ""aha"" moments through intentional reflection and creating space for it. I think that is why the blog for each of our online communities is working for me. It's allowing me to think about the past week and what I've noticed, how its helped me to be part of a conscious community, and where I have moved through and because of it. I also like the idea of it being part of a triple loop so that in the actual reflection we are also changing our assumptions. Earlier in our course the idea of the double loop came up on one of the discussion threads. These chapters helped me understand that concept better.What is 1 connection/disconnection among the readings?The other idea I related to in these chapters is the ""disorienting dilemmas."" _I would definitely say that a few times I have felt like I was back in 4th grade, my best friend just moved away, I was picked last for kick ball and I have no idea how to negotiate my next steps. I don't know that I would characterize some of my confusion in navigating online classes and the relationships I have developed through these classes as strongly as the reading -- psychic distortions seems a bit much to me...but definitely like I don't have all skills to work through the learning process sometimes.Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?Again, I liked that these chapters brought the metacognitive piece into the online learning. With the community of inquiry and community of practice frameworks that piece does not seem to be explicitly discussed. I think it fits really nicely into the idea of a conscious community - if you are reflecting on your own learning you are better able to help others in the community with their learning and transformation.What is 1 question or puzzle that you still have regarding the readings?I think the challenge or puzzle in online courses would be to strike a balance between providing space for reflection and keeping mometum going. I'll confess that I have struggled in and out of yoga classes because sometimes feel like a caged bird in the Shavasana at the end of the class. I would think that too much reflection space can slow down the learning as well.","MKI"
"66","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.I liked the idea of capturing ""aha"" moments through intentional reflection and creating space for it. I think that is why the blog for each of our online communities is working for me. It's allowing me to think about the past week and what I've noticed, how its helped me to be part of a conscious community, and where I have moved through and because of it. I also like the idea of it being part of a triple loop so that in the actual reflection we are also changing our assumptions. Earlier in our course the idea of the double loop came up on one of the discussion threads. These chapters helped me understand that concept better.What is 1 connection/disconnection among the readings?The other idea I related to in these chapters is the ""disorienting dilemmas."" _I would definitely say that a few times I have felt like I was back in 4th grade, my best friend just moved away, I was picked last for kick ball and I have no idea how to negotiate my next steps. I don't know that I would characterize some of my confusion in navigating online classes and the relationships I have developed through these classes as strongly as the reading -- psychic distortions seems a bit much to me...but definitely like I don't have all skills to work through the learning process sometimes.Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?Again, I liked that these chapters brought the metacognitive piece into the online learning. With the community of inquiry and community of practice frameworks that piece does not seem to be explicitly discussed. I think it fits really nicely into the idea of a conscious community - if you are reflecting on your own learning you are better able to help others in the community with their learning and transformation.What is 1 question or puzzle that you still have regarding the readings?I think the challenge or puzzle in online courses would be to strike a balance between providing space for reflection and keeping mometum going. I'll confess that I have struggled in and out of yoga classes because sometimes feel like a caged bird in the Shavasana at the end of the class. I would think that too much reflection space can slow down the learning as well.","MKI"
"67","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.I liked the idea of capturing ""aha"" moments through intentional reflection and creating space for it. I think that is why the blog for each of our online communities is working for me. It's allowing me to think about the past week and what I've noticed, how its helped me to be part of a conscious community, and where I have moved through and because of it. I also like the idea of it being part of a triple loop so that in the actual reflection we are also changing our assumptions. Earlier in our course the idea of the double loop came up on one of the discussion threads. These chapters helped me understand that concept better.What is 1 connection/disconnection among the readings?The other idea I related to in these chapters is the ""disorienting dilemmas."" _I would definitely say that a few times I have felt like I was back in 4th grade, my best friend just moved away, I was picked last for kick ball and I have no idea how to negotiate my next steps. I don't know that I would characterize some of my confusion in navigating online classes and the relationships I have developed through these classes as strongly as the reading -- psychic distortions seems a bit much to me...but definitely like I don't have all skills to work through the learning process sometimes.Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?Again, I liked that these chapters brought the metacognitive piece into the online learning. With the community of inquiry and community of practice frameworks that piece does not seem to be explicitly discussed. I think it fits really nicely into the idea of a conscious community - if you are reflecting on your own learning you are better able to help others in the community with their learning and transformation.What is 1 question or puzzle that you still have regarding the readings?I think the challenge or puzzle in online courses would be to strike a balance between providing space for reflection and keeping mometum going. I'll confess that I have struggled in and out of yoga classes because sometimes feel like a caged bird in the Shavasana at the end of the class. I would think that too much reflection space can slow down the learning as well.","DKI"
"68","Identify 2 highlights from the readings. These could be quotes, ideas, or things you learned that resonated with you.I liked the idea of capturing ""aha"" moments through intentional reflection and creating space for it. I think that is why the blog for each of our online communities is working for me. It's allowing me to think about the past week and what I've noticed, how its helped me to be part of a conscious community, and where I have moved through and because of it. I also like the idea of it being part of a triple loop so that in the actual reflection we are also changing our assumptions. Earlier in our course the idea of the double loop came up on one of the discussion threads. These chapters helped me understand that concept better.What is 1 connection/disconnection among the readings?The other idea I related to in these chapters is the ""disorienting dilemmas."" _I would definitely say that a few times I have felt like I was back in 4th grade, my best friend just moved away, I was picked last for kick ball and I have no idea how to negotiate my next steps. I don't know that I would characterize some of my confusion in navigating online classes and the relationships I have developed through these classes as strongly as the reading -- psychic distortions seems a bit much to me...but definitely like I don't have all skills to work through the learning process sometimes.Considering our former class topics and readings, what is 1 connection/disconnection to CI 5323 overall?Again, I liked that these chapters brought the metacognitive piece into the online learning. With the community of inquiry and community of practice frameworks that piece does not seem to be explicitly discussed. I think it fits really nicely into the idea of a conscious community - if you are reflecting on your own learning you are better able to help others in the community with their learning and transformation.What is 1 question or puzzle that you still have regarding the readings?I think the challenge or puzzle in online courses would be to strike a balance between providing space for reflection and keeping mometum going. I'll confess that I have struggled in and out of yoga classes because sometimes feel like a caged bird in the Shavasana at the end of the class. I would think that too much reflection space can slow down the learning as well.","DKI"
